t,prob
2016-07-25,0.6323333333333333
2016-07-26,0.712
2016-07-27,0.8066666666666666
2016-07-28,0.8663333333333333
2016-07-29,0.8973333333333333
2016-07-30,0.919
2016-07-31,0.937
2016-08-01,0.9443333333333334
2016-08-02,0.9346666666666666
2016-08-03,0.9326666666666666
2016-08-04,0.9383333333333334
2016-08-05,0.9343333333333333
2016-08-06,0.9453333333333334
2016-08-07,0.9323333333333333
2016-08-08,0.9293333333333333
2016-08-09,0.9223333333333333
2016-08-10,0.9233333333333333
2016-08-11,0.934
2016-08-12,0.93
2016-08-13,0.9143333333333333
2016-08-14,0.9006666666666666
2016-08-15,0.8873333333333333
2016-08-16,0.8736666666666667
2016-08-17,0.8486666666666667
2016-08-18,0.8133333333333334
2016-08-19,0.79
2016-08-20,0.8143333333333334
2016-08-21,0.8163333333333334
2016-08-22,0.8243333333333334
2016-08-23,0.828
2016-08-24,0.811
2016-08-25,0.8243333333333334
2016-08-26,0.807
2016-08-27,0.803
2016-08-28,0.807
2016-08-29,0.809
2016-08-30,0.8013333333333333
2016-08-31,0.77
2016-09-01,0.7496666666666667
2016-09-02,0.7323333333333333
2016-09-03,0.7183333333333334
2016-09-04,0.7156666666666667
2016-09-05,0.7083333333333334
2016-09-06,0.675
2016-09-07,0.6523333333333333
2016-09-08,0.618
2016-09-09,0.5866666666666667
2016-09-10,0.6063333333333333
2016-09-11,0.6266666666666667
2016-09-12,0.635
2016-09-13,0.686
2016-09-14,0.7083333333333334
2016-09-15,0.672
2016-09-16,0.6673333333333333
2016-09-17,0.6733333333333333
2016-09-18,0.6446666666666667
2016-09-19,0.6386666666666667
2016-09-20,0.6776666666666666
2016-09-21,0.6983333333333334
2016-09-22,0.6716666666666666
2016-09-23,0.6576666666666666
2016-09-24,0.655
2016-09-25,0.7253333333333334
2016-09-26,0.794
2016-09-27,0.85
2016-09-28,0.8626666666666667
2016-09-29,0.881
2016-09-30,0.8773333333333333
2016-10-01,0.8663333333333333
2016-10-02,0.8536666666666667
2016-10-03,0.8533333333333334
2016-10-04,0.8556666666666667
2016-10-05,0.8606666666666667
2016-10-06,0.8853333333333333
2016-10-07,0.8966666666666666
2016-10-08,0.8926666666666667
2016-10-09,0.917
2016-10-10,0.8966666666666666
2016-10-11,0.8923333333333333
2016-10-12,0.889
2016-10-13,0.9006666666666666
2016-10-14,0.9
2016-10-15,0.8806666666666667
2016-10-16,0.8653333333333333
2016-10-17,0.859
2016-10-18,0.8416666666666667
2016-10-19,0.822
2016-10-20,0.8016666666666666
2016-10-21,0.8506666666666667
2016-10-22,0.874
2016-10-23,0.85
2016-10-24,0.806
2016-10-25,0.7513333333333333
2016-10-26,0.7186666666666667
2016-10-27,0.7426666666666667
2016-10-28,0.6993333333333334
2016-10-29,0.6973333333333334
2016-10-30,0.7173333333333334
2016-10-31,0.6993333333333334
2016-11-01,0.7656666666666667
2016-11-02,0.773
2016-11-03,0.7453333333333333
2016-11-04,0.7303333333333333
2016-11-05,0.7236666666666667
2016-11-06,0.7256666666666667
2016-11-07,0.7223333333333334
2016-11-08,0.7236666666666667
