t,prob
2016-07-16,0.36633333333333334
2016-07-17,0.3466666666666667
2016-07-18,0.30466666666666664
2016-07-19,0.2643333333333333
2016-07-20,0.24733333333333332
2016-07-21,0.2783333333333333
2016-07-22,0.3
2016-07-23,0.36333333333333334
2016-07-24,0.4083333333333333
2016-07-25,0.454
2016-07-26,0.5363333333333333
2016-07-27,0.6356666666666667
2016-07-28,0.7183333333333334
2016-07-29,0.7576666666666667
2016-07-30,0.787
2016-07-31,0.807
2016-08-01,0.8273333333333334
2016-08-02,0.81033333333333335
2016-08-03,0.806
2016-08-04,0.8216666666666667
2016-08-05,0.8106666666666666
2016-08-06,0.8343333333333334
2016-08-07,0.8193333333333334
2016-08-08,0.8093333333333333
2016-08-09,0.7996666666666666
2016-08-10,0.8016666666666666
2016-08-11,0.818
2016-08-12,0.8166666666666667
2016-08-13,0.8
2016-08-14,0.7853333333333333
2016-08-15,0.7773333333333333
2016-08-16,0.7506666666666667
2016-08-17,0.7233333333333334
2016-08-18,0.6833333333333333
2016-08-19,0.6533333333333333
2016-08-20,0.684
2016-08-21,0.6846666666666666
2016-08-22,0.6946666666666667
2016-08-23,0.6943333333333334
2016-08-24,0.678
2016-08-25,0.6836666666666666
2016-08-26,0.671
2016-08-27,0.6796666666666666
2016-08-28,0.681
2016-08-29,0.6793333333333333
2016-08-30,0.6736666666666666
2016-08-31,0.6436666666666667
2016-09-01,0.615
2016-09-02,0.6033333333333334
2016-09-03,0.5876666666666667
2016-09-04,0.584
2016-09-05,0.5793333333333334
2016-09-06,0.5443333333333333
2016-09-07,0.519
2016-09-08,0.487
2016-09-09,0.4623333333333333
2016-09-10,0.48333333333333334
2016-09-11,0.5106666666666667
2016-09-12,0.5263333333333333
2016-09-13,0.572
2016-09-14,0.583
2016-09-15,0.552
2016-09-16,0.5443333333333333
2016-09-17,0.5493333333333333
2016-09-18,0.5203333333333333
2016-09-19,0.53
2016-09-20,0.5593333333333333
2016-09-21,0.5786666666666667
2016-09-22,0.538
2016-09-23,0.537
2016-09-24,0.53
2016-09-25,0.6036666666666667
2016-09-26,0.67
2016-09-27,0.731
2016-09-28,0.743
2016-09-29,0.7743333333333333
2016-09-30,0.7646666666666667
2016-10-01,0.7553333333333333
2016-10-02,0.7383333333333333
2016-10-03,0.729
2016-10-04,0.7356666666666667
2016-10-05,0.7446666666666667
2016-10-06,0.775
2016-10-07,0.7883333333333333
2016-10-08,0.7906666666666666
2016-10-09,0.814
2016-10-10,0.783
2016-10-11,0.7723333333333333
2016-10-12,0.777
2016-10-13,0.7956666666666666
2016-10-14,0.792
2016-10-15,0.77
2016-10-16,0.7493333333333333
2016-10-17,0.7543333333333333
2016-10-18,0.7286666666666667
2016-10-19,0.7013333333333334
2016-10-20,0.672
2016-10-21,0.7356666666666667
2016-10-22,0.7543333333333333
2016-10-23,0.726
2016-10-24,0.6743333333333333
2016-10-25,0.6126666666666667
2016-10-26,0.5843333333333334
2016-10-27,0.6066666666666667
2016-10-28,0.562
2016-10-29,0.5596666666666666
2016-10-30,0.5803333333333334
2016-10-31,0.5656666666666667
2016-11-01,0.6313333333333333
2016-11-02,0.6383333333333333
2016-11-03,0.6093333333333333
2016-11-04,0.5943333333333334
2016-11-05,0.587
2016-11-06,0.5836666666666667
2016-11-07,0.586
2016-11-08,0.5833333333333334
